10,10,66
1.721663e-01,3.345446e-02,7.138808e-02,2.114380e-01,2.254663e-01,2.115027e-01,2.062789e-01,2.207152e-01,2.431953e-01,2.764139e-01,2.955259e-01,3.055719e-01,3.130488e-01,3.109889e-01,2.927446e-01,2.749521e-01,2.526076e-01,2.357053e-01,2.229762e-01,2.149840e-01,2.479584e-01,2.951860e-01,3.389337e-01,3.588292e-01,1.882207e-01,1.806109e-01,1.869870e-01,2.110027e-01,1.952988e-01,2.128367e-01,2.829383e-01,3.071247e-01,3.079590e-01,2.911524e-01,2.850409e-01,2.824630e-01,2.634599e-01,2.654085e-01,2.614996e-01,2.591413e-01,2.839725e-01,2.926140e-01,2.865864e-01,3.034652e-01,-2.479705e-02,3.260187e-01,8.460812e-01,1.046671e+00,9.782083e-01,9.646593e-01,8.108216e-01,6.666444e-01,3.341263e-01,-1.377984e-01,-1.470017e-01,-8.468425e-02,-8.633696e-02,-8.272065e-02,1.183150e-01,6.617798e-01,6.735821e-01,6.220370e-01,5.583690e-01,5.746204e-01,-1.376477e-01,-1.772235e-01,
-2.031391e-02,1.600496e-03,-7.747002e-03,-5.253024e-03,4.286506e-02,4.112638e-02,3.965620e-02,3.914312e-02,3.904778e-02,4.249821e-02,4.398162e-02,4.365891e-02,4.441387e-02,4.230693e-02,3.987675e-02,4.137035e-02,4.248251e-02,4.453079e-02,4.555477e-02,4.393954e-02,4.793516e-02,5.020863e-02,4.570766e-02,3.914142e-02,5.452487e-02,5.422863e-02,5.171750e-02,4.704894e-02,3.564218e-02,2.721881e-02,3.956616e-02,4.485519e-02,4.709238e-02,3.979904e-02,4.055093e-02,4.596639e-02,4.685469e-02,4.861690e-02,5.149444e-02,5.314020e-02,5.600792e-02,4.492569e-02,4.011170e-02,3.583452e-02,-3.719830e-02,3.582368e-02,1.237876e-01,1.731147e-01,1.598192e-01,1.602749e-01,1.395908e-01,1.190142e-01,4.359133e-02,-3.885587e-02,-3.541069e-02,-1.184431e-02,-4.510918e-03,-4.375203e-03,2.771550e-02,1.180012e-01,1.158018e-01,9.872879e-02,8.555233e-02,8.557520e-02,-3.779576e-03,-7.220510e-02,
-8.372590e-02,2.278156e-02,-3.667417e-02,-1.061447e-01,2.405077e-02,2.577264e-02,2.468682e-02,1.482950e-02,5.942064e-03,6.586906e-03,8.702418e-03,8.276533e-03,6.303853e-03,-4.830638e-03,-8.007035e-03,-2.848573e-03,-1.343622e-03,1.353558e-03,4.568127e-03,2.700047e-03,9.661801e-03,1.096072e-02,-4.669132e-03,-1.873269e-02,5.800235e-02,6.381037e-02,6.320666e-02,4.294526e-02,1.051055e-02,-1.141039e-02,4.161895e-03,7.098080e-03,1.596330e-02,2.506310e-03,2.840851e-03,1.244667e-02,1.477836e-02,1.475551e-02,1.354822e-02,4.867502e-03,1.357304e-02,-1.994727e-03,-1.417061e-02,-3.027019e-02,-9.816667e-02,-2.281941e-02,-1.154638e-02,4.313441e-02,5.180054e-02,4.949552e-02,5.574585e-02,5.567399e-02,-3.256965e-02,-6.568661e-02,-7.327586e-02,-4.865663e-02,-2.060125e-02,-2.088564e-02,-1.512315e-02,3.557306e-02,4.707244e-02,1.607769e-02,-1.080558e-03,-7.774794e-03,4.732767e-02,-1.356946e-01,
-5.361696e-02,1.379675e-01,-1.620965e-04,-1.093966e-01,5.518996e-02,6.002517e-02,6.368738e-02,5.995392e-02,6.044485e-02,7.638204e-02,8.541008e-02,8.348521e-02,7.641047e-02,5.158722e-02,2.972547e-02,1.406359e-02,-7.357410e-03,-1.818358e-02,-1.567871e-02,-1.362274e-02,1.738548e-02,5.061031e-02,6.575324e-02,7.198958e-02,9.623800e-02,1.069649e-01,1.084131e-01,9.957426e-02,5.563787e-02,3.044935e-02,6.112982e-02,6.363620e-02,6.963659e-02,4.326022e-02,3.612097e-02,4.261387e-02,2.713100e-02,2.429013e-02,2.043594e-02,1.411001e-02,4.337163e-02,5.167525e-02,4.438508e-02,2.893251e-02,-1.472120e-01,3.191088e-02,1.500983e-01,2.607101e-01,2.787532e-01,2.499999e-01,2.291489e-01,1.940517e-01,7.494361e-03,-1.267778e-01,-1.653974e-01,-1.374666e-01,-9.860479e-02,-8.918593e-02,-1.808558e-02,1.651637e-01,1.971820e-01,1.457688e-01,9.692521e-02,9.310294e-02,7.350517e-02,-2.438400e-01,
9.893435e-02,2.152096e-01,7.167726e-02,-2.215104e-02,9.732105e-02,9.453521e-02,1.007155e-01,1.205926e-01,1.516112e-01,1.986684e-01,2.175216e-01,2.190476e-01,2.178764e-01,1.939948e-01,1.513113e-01,1.045582e-01,5.114808e-02,2.081199e-02,1.707870e-02,1.812117e-02,7.262585e-02,1.496015e-01,2.188519e-01,2.582206e-01,1.436734e-01,1.417066e-01,1.364807e-01,1.688128e-01,1.282846e-01,1.177265e-01,1.869635e-01,2.018482e-01,2.086362e-01,1.732729e-01,1.573293e-01,1.557742e-01,1.108631e-01,1.136091e-01,1.115817e-01,1.172663e-01,1.595747e-01,1.905617e-01,1.953790e-01,1.943429e-01,-1.432830e-01,1.831101e-01,5.950980e-01,7.972973e-01,7.845672e-01,7.232793e-01,6.192522e-01,5.085404e-01,1.936045e-01,-1.685611e-01,-2.368029e-01,-1.932643e-01,-1.754706e-01,-1.497272e-01,3.673424e-02,4.620065e-01,4.927281e-01,4.253246e-01,3.404017e-01,3.648612e-01,2.492451e-03,-3.078215e-01,
3.150217e-01,2.525332e-01,1.593167e-01,1.955908e-01,2.521431e-01,2.347338e-01,2.352837e-01,2.737171e-01,3.318963e-01,4.105137e-01,4.463450e-01,4.595471e-01,4.688919e-01,4.548704e-01,4.065819e-01,3.507191e-01,2.821325e-01,2.344335e-01,2.124326e-01,2.030205e-01,2.762946e-01,3.892401e-01,4.996746e-01,5.612962e-01,2.537052e-01,2.396417e-01,2.395104e-01,2.990974e-01,2.647822e-01,2.950405e-01,4.289823e-01,4.585492e-01,4.599672e-01,4.176782e-01,3.990558e-01,3.953924e-01,3.441783e-01,3.522195e-01,3.473084e-01,3.471407e-01,4.025195e-01,4.498223e-01,4.628411e-01,4.901537e-01,-8.111365e-02,4.995155e-01,1.352288e+00,1.687209e+00,1.602585e+00,1.545551e+00,1.290826e+00,1.059681e+00,5.100068e-01,-2.310260e-01,-2.820630e-01,-1.906058e-01,-2.030309e-01,-1.738814e-01,1.665390e-01,1.032110e+00,1.063822e+00,9.632175e-01,8.357159e-01,8.822240e-01,-1.538481e-01,-3.706843e-01,
5.065558e-01,2.740156e-01,2.435054e-01,5.771289e-01,5.824922e-01,5.485004e-01,5.343437e-01,5.761543e-01,6.479164e-01,7.517682e-01,8.077941e-01,8.318706e-01,8.475592e-01,8.395562e-01,7.903129e-01,7.401291e-01,6.681553e-01,6.110874e-01,5.688504e-01,5.462160e-01,6.408415e-01,7.818604e-01,9.136894e-01,9.869421e-01,4.935273e-01,4.759023e-01,4.818582e-01,5.322617e-01,5.061928e-01,5.790997e-01,7.661571e-01,8.156900e-01,8.114124e-01,7.551367e-01,7.443630e-01,7.545744e-01,7.115787e-01,7.110091e-01,7.048800e-01,7.021654e-01,7.757630e-01,8.222672e-01,8.387273e-01,8.877098e-01,-2.972110e-02,9.527151e-01,2.351533e+00,2.887044e+00,2.729154e+00,2.689599e+00,2.250834e+00,1.857643e+00,9.269081e-01,-3.429043e-01,-3.336735e-01,-1.797864e-01,-1.981644e-01,-1.871986e-01,3.612243e-01,1.873092e+00,1.909454e+00,1.744871e+00,1.582324e+00,1.628770e+00,-3.312613e-01,-4.953505e-01,
6.530795e-01,2.891218e-01,3.569477e-01,1.079260e+00,1.012073e+00,9.656701e-01,9.356960e-01,9.724775e-01,1.044580e+00,1.160145e+00,1.225829e+00,1.251267e+00,1.270661e+00,1.268541e+00,1.220424e+00,1.181914e+00,1.112385e+00,1.058119e+00,1.007020e+00,9.698800e-01,1.078639e+00,1.231435e+00,1.364350e+00,1.438469e+00,8.352372e-01,8.205624e-01,8.229081e-01,8.493954e-01,8.375095e-01,9.300887e-01,1.121811e+00,1.186721e+00,1.181376e+00,1.109774e+00,1.114176e+00,1.150669e+00,1.119548e+00,1.106412e+00,1.108489e+00,1.117952e+00,1.204398e+00,1.241415e+00,1.247168e+00,1.297256e+00,7.929834e-03,1.455788e+00,3.425869e+00,4.179735e+00,3.978960e+00,3.923910e+00,3.306496e+00,2.753494e+00,1.383165e+00,-4.603433e-01,-3.717444e-01,-1.716154e-01,-1.567993e-01,-1.768753e-01,5.973969e-01,2.822433e+00,2.836290e+00,2.594625e+00,2.412452e+00,2.450496e+00,-5.297668e-01,-6.224391e-01,
7.544126e-01,2.901922e-01,4.588291e-01,1.515785e+00,1.380722e+00,1.327880e+00,1.288779e+00,1.321862e+00,1.387961e+00,1.503595e+00,1.570208e+00,1.592608e+00,1.615680e+00,1.620665e+00,1.573639e+00,1.546395e+00,1.481900e+00,1.435770e+00,1.384580e+00,1.335457e+00,1.448030e+00,1.601195e+00,1.725343e+00,1.793895e+00,1.142002e+00,1.132829e+00,1.132889e+00,1.143656e+00,1.148304e+00,1.242008e+00,1.408782e+00,1.480041e+00,1.476513e+00,1.396477e+00,1.412766e+00,1.472166e+00,1.452483e+00,1.431540e+00,1.444090e+00,1.466036e+00,1.557750e+00,1.588063e+00,1.576962e+00,1.617528e+00,3.540740e-02,1.858481e+00,4.284996e+00,5.195918e+00,4.983298e+00,4.891389e+00,4.137235e+00,3.474758e+00,1.751909e+00,-5.516378e-01,-3.927820e-01,-1.769443e-01,-1.103834e-01,-1.520109e-01,7.985964e-01,3.591569e+00,3.571822e+00,3.271258e+00,3.079404e+00,3.106926e+00,-7.095633e-01,-7.122829e-01,
7.920263e-01,2.867326e-01,4.989810e-01,1.689118e+00,1.525843e+00,1.471204e+00,1.429585e+00,1.461656e+00,1.524359e+00,1.638239e+00,1.704205e+00,1.724988e+00,1.749772e+00,1.758133e+00,1.711466e+00,1.688899e+00,1.627035e+00,1.585002e+00,1.534879e+00,1.481313e+00,1.593911e+00,1.745880e+00,1.865202e+00,1.930553e+00,1.264261e+00,1.257607e+00,1.257767e+00,1.263962e+00,1.275998e+00,1.367795e+00,1.520522e+00,1.593049e+00,1.590620e+00,1.508350e+00,1.528926e+00,1.597169e+00,1.582524e+00,1.559268e+00,1.576292e+00,1.602946e+00,1.695749e+00,1.724085e+00,1.705576e+00,1.740818e+00,4.677827e-02,2.014284e+00,4.618312e+00,5.584760e+00,5.370512e+00,5.261008e+00,4.454372e+00,3.753290e+00,1.895703e+00,-5.870052e-01,-3.992588e-01,-1.816858e-01,-9.073810e-02,-1.389772e-01,8.787177e-01,3.889486e+00,3.854829e+00,3.532506e+00,3.337666e+00,3.360111e+00,-7.826181e-01,-7.465041e-01,
