29247,2014/11/9,1.806494e+005,2.507710e+006,0,0,20.3822,20.2461,20.2289,18.8404,16.9859,17.7489,19.405,20.5713,18.7927,18.0757,17.8591,17.1136,15.436,16.1734,17.3411,17.3532,14.141,0.490031,0.0269291,6.17817,15.0242,5.55722,10.7896,8.89317,
29248,2014/11/9,1.800135e+005,2.507181e+006,0,0,20.382,20.2456,20.2283,18.8402,16.9856,17.7483,19.404,20.5709,18.7916,18.0741,17.8577,17.1133,15.4358,16.1725,17.3398,17.3522,14.1283,0.490463,0.0269197,6.17532,15.0237,5.5611,10.7953,8.88591,
29249,2014/11/9,1.780910e+005,2.504391e+006,0,0,20.3815,20.2445,20.2273,18.8407,16.9858,17.7473,19.4013,20.57,18.7871,18.0672,17.8525,17.1134,15.4364,16.1698,17.3347,17.3485,14.0616,0.490893,0.0268714,6.15409,15.0019,5.56462,10.7953,8.84169,
29250,2014/11/9,1.801359e+005,2.502573e+006,0,0,20.3816,20.2474,20.2306,18.8441,16.9905,17.7509,19.4046,20.5717,18.7872,18.0666,17.8541,17.1172,15.4394,16.1722,17.3357,17.3503,14.0202,0.48708,0.0267911,6.12699,14.9482,5.53025,10.7293,8.80068,
29251,2014/11/9,1.819327e+005,2.506668e+006,0,0,20.3823,20.248,20.2309,18.8424,16.9887,17.7511,19.4071,20.5723,18.7929,18.0755,17.8602,17.1159,15.4378,16.175,17.3418,17.3544,14.1167,0.487626,0.0268845,6.16174,14.9913,5.53567,10.7484,8.86847,
29252,2014/11/9,1.804988e+005,2.501151e+006,0,0,20.3815,20.2484,20.2317,18.8457,16.9926,17.7522,19.4053,20.5721,18.7862,18.0647,17.8535,17.1188,15.4409,16.1726,17.3348,17.3502,13.9868,0.485693,0.0267548,6.11083,14.9209,5.51735,10.7028,8.77327,
29253,2014/11/9,1.769453e+005,2.507870e+006,0,0,20.3818,20.242,20.2245,18.8369,16.9808,17.7441,19.3992,20.5687,18.7895,18.0716,17.8535,17.1094,15.4329,16.1686,17.3364,17.3486,14.141,0.494936,0.0270011,6.1947,15.0713,5.60043,10.8676,8.90954,
29254,2014/11/9,1.787001e+005,2.505751e+006,0,0,20.3817,20.2446,20.2274,18.8402,16.9852,17.7474,19.4021,20.5702,18.789,18.0702,17.8545,17.1129,15.4358,16.1707,17.3368,17.3499,14.0939,0.491101,0.0268971,6.16578,15.0166,5.56668,10.8021,8.86448,
29255,2014/11/9,1.810506e+005,2.531295e+006,0,0,20.3907,20.2423,20.2222,18.8273,16.9709,17.7432,19.4061,20.5706,18.8193,18.1201,17.882,17.0997,15.4241,16.1807,17.3659,17.3693,14.6774,0.512043,0.0284153,6.42788,15.3868,5.71915,11.1372,9.33791,
29256,2014/11/9,1.874102e+005,2.489975e+006,0,0,20.3833,20.2614,20.2457,18.8633,17.016,17.7685,19.4172,20.5792,18.7816,18.0543,17.8549,17.137,15.4569,16.1809,17.3329,17.355,13.7127,0.471235,0.0265871,5.96622,14.6553,5.37727,10.4245,8.53895,
29257,2014/11/9,1.773784e+005,2.506968e+006,0,0,20.3817,20.2428,20.2254,18.838,16.9823,17.7451,19.3999,20.5691,18.789,18.0706,17.8535,17.1105,15.4339,16.1691,17.3362,17.3487,14.1208,0.49369,0.0269615,6.18364,15.0518,5.58953,10.846,8.8915,
29258,2014/11/9,1.800782e+005,2.502736e+006,0,0,20.3816,20.2473,20.2304,18.8439,16.9903,17.7508,19.4045,20.5716,18.7873,18.0668,17.8542,17.117,15.4393,16.1721,17.3357,17.3503,14.0241,0.487261,0.0267957,6.12891,14.9515,5.53192,10.7327,8.8039,
29259,2014/11/9,1.841172e+005,2.504323e+006,0,0,20.3824,20.2514,20.2346,18.8465,16.9943,17.7553,19.4107,20.5742,18.7925,18.0741,17.8616,17.1204,15.4415,16.1776,17.3423,17.3561,14.06,0.483246,0.0268103,6.12745,14.9254,5.49571,10.671,8.81504,
29260,2014/11/9,1.763322e+005,2.504027e+006,0,0,20.3812,20.2427,20.2255,18.8395,16.984,17.7453,19.3986,20.5688,18.7852,18.0646,17.8496,17.1118,15.4353,16.1675,17.3321,17.3462,14.0509,0.492839,0.0269041,6.15704,15.0162,5.58158,10.825,8.8409,
29261,2014/11/9,1.833202e+005,2.495772e+006,0,0,20.382,20.2539,20.2377,18.8534,17.0027,17.7592,19.4102,20.5751,18.7835,18.0592,17.8535,17.1267,15.4478,16.1759,17.3334,17.3518,13.8581,0.479024,0.02664,6.04364,14.7999,5.45403,10.5764,8.66343,
29262,2014/11/9,1.714708e+005,2.544287e+006,0,0,20.4037,20.2358,20.2126,18.8217,16.9623,17.7368,19.3945,20.5681,18.8268,18.1349,17.8795,17.0892,15.4192,16.1771,17.3673,17.3702,14.8849,0.547574,0.0305173,6.59666,15.6843,5.95316,11.5925,9.59665,
29263,2014/11/9,1.823806e+005,2.501473e+006,0,0,20.3819,20.2504,20.2338,18.8472,16.9948,17.7545,19.4082,20.5734,18.7882,18.0674,17.8566,17.1207,15.4422,16.175,17.3375,17.3527,13.9939,0.483579,0.0267443,6.10597,14.9026,5.49826,10.6691,8.77098,
29264,2014/11/9,1.792111e+005,2.504050e+006,0,0,20.3816,20.2458,20.2288,18.842,16.9877,17.7489,19.403,20.5708,18.7878,18.068,17.8539,17.1149,15.4375,16.1712,17.3359,17.3498,14.0545,0.489245,0.0268415,6.14607,14.9831,5.54995,10.7681,8.83134,
29265,2014/11/9,1.806361e+005,2.500763e+006,0,0,20.3816,20.2487,20.232,18.8462,16.9932,17.7526,19.4056,20.5723,18.7859,18.0642,17.8534,17.1193,15.4413,16.1727,17.3346,17.3502,13.9777,0.485274,0.0267451,6.10627,14.913,5.51343,10.6949,8.76565,
29266,2014/11/9,1.851119e+005,2.496520e+006,0,0,20.3824,20.2557,20.2395,18.8545,17.0045,17.7612,19.4129,20.5762,18.7858,18.0623,17.8567,17.1283,15.4488,16.1782,17.3362,17.3543,13.8733,0.47731,0.0266482,6.04287,14.7886,5.43847,10.55,8.66794,
